PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Standard Units
21,134452956,56642537,CC1=CC=C(C=C1)C2=CC(=NN2C3=NC4=CC=CC=C4C=C3)CCC(=O)OC5=CC=C(C=C5)C(C)C,Unspecified,,,,Activity,=,65.4,%
22,134453119,54754353,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=CC=CC=C5,Unspecified,,,,Activity,=,3.7,%
23,134453120,56642290,CC1=CC=C(C=C1)C2=CC(=NN2C3=NC4=CC=CC=C4C=C3)CCC(=O)N5CCN(CC5)CC6=CC=C(C=C6)C(C)(C)C,Unspecified,,,,Activity,=,16.4,%
24,134453121,56642419,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=NC6=CC=CC=C6C=C5,Unspecified,,,,Activity,=,44.5,%
25,134453122,56642421,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=NN=C(C=C5)OC,Unspecified,,,,Activity,=,50.1,%
26,134456752,46927848,CCOC(=O)C1CCN(CC1)C(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)C)C4=CC=CC=C4,Unspecified,,,,Activity,=,6.7,%
27,134456902,56641758,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)Cl)CCC(=O)N4CCN(CC4)CC5CCCO5,Unspecified,,,,Activity,=,86,%
28,134456921,56642147,C1CN(CCN1C(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)C(F)(F)F)C4=NN=C(C=C4)Cl)C(=O)C5=CC=CO5,Unspecified,,,,Activity,=,81.8,%
29,134456922,54754352,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)Cl)CCC(=O)N4CCN(CC4)CC5=CC=C(C=C5)C(C)(C)C,Unspecified,,,,Activity,=,14.6,%
30,134456923,56642535,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=NN=C(C=C5)OC,Unspecified,,,,Activity,=,36.2,%
31,134460573,54754518,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=NN=C(C=C5)Cl,Unspecified,,,,Activity,=,23.4,%
32,134460574,56641888,COC1=CC=C(C=C1)NC(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)F)C4=NN=C(C=C4)Cl,Unspecified,,,,Activity,=,88.3,%
33,134464382,56642014,C1=CC(=CC=C1C2=CSC=C2)OC(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)F)C5=NN=C(C=C5)Cl,Unspecified,,,,Activity,=,90.8,%
34,134464528,56641760,CCS(=O)(=O)N1CCN(CC1)C(=O)CCC2=NN(C(=C2)C3=CC=C(C=C3)C)C4=NN=C(C=C4)Cl,Unspecified,,,,Activity,=,96.3,%
35,134464537,56642288,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(=O)CCC3=NN(C(=C3)C4=CC=C(C=C4)C(F)(F)F)C5=CC=C(C=C5)Cl,Unspecified,,,,Activity,=,43.9,%
36,134464538,56642420,CC1=CC=C(C=C1)C2=CC(=NN2C3=NN=C(C=C3)OC)CCC(=O)N4CCN(CC4)CC5=CC=C(C=C5)C(C)(C)C,Unspecified,,,,Activity,=,27.1,%
